Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.6543427230046949,0.6811240073304826,0.0,0.0,0.8196009606502863,0.9704692114185716
2,0.6375176304654443,0.7361563517915309,0.0,0.0,0.902516859344894,0.9848873119127407
3,0.6666666666666666,0.7274436090225563,0.0,0.0,0.9098508230452675,0.9873011442924923
4,0.6231343283582089,0.698744769874477,0.0,0.0,0.9367003818072208,0.9884781225701562
5,0.6441393875395988,0.7076566125290024,0.0,0.0,0.9086365126188135,0.985075952740517
6,0.6814964610717897,0.6449760765550239,0.0,0.0,0.8866447866700328,0.9850411368735976
7,0.6069114470842333,0.6738609112709832,0.0,0.0,0.8714169664616456,0.9768440223754391
8,0.6155844155844156,0.6939970717423133,0.0,0.0,0.9054541906527466,0.9838846480067854
9,0.6156763590391909,0.7214814814814815,0.0,0.0,0.8388590479718466,0.9700149925037481
10,0.6477272727272727,0.7027397260273973,0.0,0.0,0.8729978559717493,0.9805921518628701
11,0.648471615720524,0.6827586206896552,0.0,0.0,0.7940571855727901,0.9676611250284674
12,0.7042079207920792,0.6757719714964371,0.0,0.0,0.8621636463481603,0.98263182600532
13,0.583941605839416,0.735632183908046,0.0,0.0,0.9347720659553831,0.9839203675344563
14,0.6635220125786163,0.7390542907180385,0.0,0.0,0.8685436893203884,0.9770642201834863
15,0.6597633136094675,0.7384105960264901,0.0,0.0,0.8489771359807461,0.9746718857932305
16,0.6661654135338346,0.7226753670473083,0.0,0.0,0.7593005952380952,0.9506287843502562
17,0.6998535871156661,0.5738295318127251,0.0,0.0,0.6048265460030166,0.9424206815511164
18,0.5889423076923077,0.718475073313783,0.0,0.0,0.917577933735923,0.9845884413309982
19,0.75,0.42146017699115046,0.0,0.0,0.4690639873083025,0.9366420274551215
20,0.6349892008639308,0.6697038724373576,0.0,0.0,0.7718353212774144,0.9625719769673704
21,0.5220883534136547,0.7303370786516854,0.0,0.0,0.9038872276804785,0.976465159206276
22,0.6571428571428571,0.6952141057934509,0.0,0.0,0.6612090680100756,0.9536784741144414
