Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,1.0,0.00040225261464199515,0.0,0.0,0.6874717549585739,1.0
2,0.0,0.0,0.0,0.0,0.750472419688653,1.0
3,0.0,0.0,0.0,0.0,0.7915074309978769,1.0
4,0.0,0.0,0.0,0.0,0.8588424771404821,1.0
5,0.0,0.0,0.0,0.0,0.7971206449755255,1.0
6,0.0,0.0,0.0,0.0,0.7741283166860714,1.0
7,0.0,0.0,0.0,0.0,0.7695245890457677,1.0
8,0.0,0.0,0.0,0.0,0.7877442909299163,1.0
9,0.0,0.0,0.0,0.0,0.7276400862068966,1.0
10,0.0,0.0,0.0,0.0,0.6812817641485055,1.0
11,0.0,0.0,0.0,0.0,0.7097146627082302,1.0
12,0.0,0.0,0.0,0.0,0.7505971501523763,1.0
13,1.0,0.0032948929159802307,0.0,0.0,0.828086164043082,1.0
14,0.0,0.0,0.0,0.0,0.7394571013087736,1.0
15,1.0,0.001098901098901099,0.0,0.0,0.6426186674408477,1.0
16,0.0,0.0,0.0,0.0,0.6385185185185185,1.0
17,0.0,0.0,0.0,0.0,0.49363320654870185,0.9996651038178165
18,0.0,0.0,0.0,0.0,0.7978944452140185,1.0
19,0.0,0.0,0.0,0.0,0.48188405797101447,1.0
20,0.0,0.0,0.0,0.0,0.5691365843360777,1.0
21,0.0,0.0,0.0,0.0,0.7458942968050164,1.0
22,0.0,0.0,0.0,0.0,0.3736483780536644,1.0
