Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.5844594594594594,0.5598705501618123,0.0,0.0,0.72166234763413,0.9588115276715123
2,0.5724932249322493,0.5760054533060668,0.0,0.0,0.8338497768963807,0.9766277128547579
3,0.580327868852459,0.5695897023330652,0.0,0.0,0.8466047553184483,0.9808470049599389
4,0.5739856801909308,0.519438444924406,0.0,0.0,0.8847494702303643,0.9836601307189542
5,0.5801838610827375,0.5519922254616132,0.0,0.0,0.8435979191139453,0.9792539203272621
6,0.6223091976516634,0.5124899274778405,0.0,0.0,0.8102528814725615,0.9792099792099792
7,0.531055900621118,0.5229357798165137,0.0,0.0,0.8018924422086477,0.9687454782231225
8,0.5443196004993758,0.5253012048192771,0.0,0.0,0.8411505311685709,0.9770663562281723
9,0.534629404617254,0.5921938088829072,0.0,0.0,0.7566320645905421,0.958830694275274
10,0.5864570737605804,0.5394883203559511,0.0,0.0,0.7803158856546143,0.9707697304319585
11,0.5765575501583949,0.5565749235474006,0.0,0.0,0.7021900664841612,0.9563249001331557
12,0.6318289786223278,0.5462012320328542,0.0,0.0,0.781263307310149,0.9765791341376863
13,0.3699825479930192,0.7765567765567766,0.0,0.0,0.9323262839879154,0.9684910871202611
14,0.5969230769230769,0.5987654320987654,0.0,0.0,0.7984790874524715,0.9675072744907857
15,0.5836909871244635,0.5956204379562043,0.0,0.0,0.7543130326335481,0.9674753399093575
16,0.6376811594202898,0.6547619047619048,0.0,0.0,0.6749514563106797,0.9364224137931034
17,0.6428571428571429,0.49461206896551724,0.0,0.0,0.48587345801830484,0.9187358916478555
18,0.5287356321839081,0.5882352941176471,0.0,0.0,0.8507710164151882,0.976961157654227
19,0.7300380228136882,0.36606291706387034,0.0,0.0,0.36312535132096685,0.9150141643059491
20,0.5758196721311475,0.5414258188824663,0.0,0.0,0.6740621218233158,0.9505119453924915
21,0.3667953667953668,0.753968253968254,0.0,0.0,0.9070063694267516,0.9535714285714286
22,0.5835240274599542,0.5902777777777778,0.0,0.0,0.5342019543973942,0.9339407744874715
